ticker,date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Preferred Stock Dividends,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Income Expense,Special Income Charges,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Other Operating Expenses,Depreciation And Amortization In Income Statement,Amortization,Total Revenue,Operating Revenue,Loss Adjustment Expense,Net Policyholder Benefits And Claims,Normalized EBITDA,Reconciled Cost Of Revenue,EBITDA,Total Operating Income As Reported,Other Non Operating Income Expenses,Operating Income,Operating Expense,Depreciation Amortization Depletion Income Statement,Amortization Of Intangibles Income Statement,Research And Development,Selling General And Administration,Gross Profit,Cost Of Revenue,Minority Interests,Write Off,Gain On Sale Of Security,General And Administrative Expense,Other Gand A,Interest Income,Otherunder Preferred Stock Dividend,Net Income Discontinuous Operations,Gain On Sale Of Business,Impairment Of Capital Assets,Earnings From Equity Interest,Interest Income Non Operating,Selling And Marketing Expense,Rent Expense Supplemental,Gain On Sale Of Ppe,Other Special Charges,Total Other Finance Cost,Other Taxes,Earnings From Equity Interest Net Of Tax,Depreciation Income Statement,Salaries And Wages,Excise Taxes,Average Dilution Earnings,Insurance And Claims,Rent And Landing Fees,Occupancy And Equipment,Professional Expense And Contract Services Expense,Other Non Interest Expense,Provision For Doubtful Accounts,Securities Amortization,Policyholder Benefits Gross,Net Income From Tax Loss Carryforward,Depletion Income Statement,Net Income Extraordinary,Policyholder Benefits Ceded
FSLR,2024-03-31,-745846.0,0.074,-10079000.0,-10079000.0,349356000.0,97337000.0,386896000.0,14834000.0,9765000.0,358689154.0,349356000.0,637541000.0,107407000.0,106910000.0,2.2,2.21,349356000.0,349356000.0,,349356000.0,349356000.0,349356000.0,27775000.0,377131000.0,-10644000.0,-430000.0,,14834000.0,9765000.0,27451000.0,,,1010482000.0,1010482000.0,,,494312000.0,511593000.0,484233000.0,372511000.0,-565000.0,372941000.0,125948000.0,,,51937000.0,46560000.0,498889000.0,511593000.0,,,-9649000.0,,,24599000.0,,,0.0,,,24599000.0,,,,430000.0,,,,,,,,,,,,,,,,,,,
FSLR,2023-12-31,-745846.0,0.074,-10079000.0,-10079000.0,349356000.0,97337000.0,386896000.0,14834000.0,9765000.0,358689154.0,349356000.0,637541000.0,107407000.0,106910000.0,2.2,2.21,349356000.0,349356000.0,,349356000.0,349356000.0,349356000.0,27775000.0,377131000.0,-10644000.0,-430000.0,,14834000.0,9765000.0,27451000.0,,,1010482000.0,1010482000.0,,,494312000.0,511593000.0,484233000.0,372511000.0,-565000.0,372941000.0,125948000.0,,,51937000.0,46560000.0,498889000.0,511593000.0,,,-9649000.0,,,24599000.0,,,0.0,,,24599000.0,,,,0.0,,,,,,,,,,,,,,,,,,,
FOX,2025-06-30,46548488.008342,0.250261,186000000.0,186000000.0,717000000.0,102000000.0,1049000000.0,-42000000.0,90000000.0,577548488.008342,717000000.0,2451000000.0,,,,,717000000.0,717000000.0,,717000000.0,719000000.0,719000000.0,240000000.0,959000000.0,165000000.0,-99000000.0,9000000.0,-42000000.0,90000000.0,1759000000.0,102000000.0,,3287000000.0,2986000000.0,,,965000000.0,,1151000000.0,,-3000000.0,836000000.0,2451000000.0,102000000.0,,,590000000.0,,,-2000000.0,,285000000.0,,,48000000.0,,,,,-18000000.0,48000000.0,,,0.0,22000000.0,,,,,,,,,,,,,,,,,,,
FOX,2025-03-31,-52500000.0,0.25,-210000000.0,-210000000.0,346000000.0,95000000.0,568000000.0,-55000000.0,94000000.0,503500000.0,346000000.0,3611000000.0,461000000.0,453000000.0,0.75,0.76,346000000.0,346000000.0,,346000000.0,354000000.0,354000000.0,120000000.0,474000000.0,-231000000.0,-55000000.0,15000000.0,-55000000.0,94000000.0,2965000000.0,95000000.0,,4371000000.0,4041000000.0,,,873000000.0,,663000000.0,,-3000000.0,760000000.0,3611000000.0,95000000.0,,,551000000.0,,,-8000000.0,,-155000000.0,,,39000000.0,,,,,-18000000.0,39000000.0,,,0.0,40000000.0,,,,,,,,,,,,,,,,,,,
FOX,2024-12-31,-21750000.0,0.25,-87000000.0,-87000000.0,373000000.0,97000000.0,632000000.0,-80000000.0,117000000.0,438250000.0,373000000.0,4398000000.0,462000000.0,457000000.0,0.81,0.82,373000000.0,373000000.0,,373000000.0,388000000.0,388000000.0,127000000.0,515000000.0,-85000000.0,-170000000.0,3000000.0,-80000000.0,117000000.0,3776000000.0,97000000.0,,5078000000.0,4322000000.0,,,816000000.0,,729000000.0,,-2000000.0,680000000.0,4398000000.0,97000000.0,,,525000000.0,,,-15000000.0,,83000000.0,,,37000000.0,,,,,4000000.0,37000000.0,,,0.0,167000000.0,,,,,,,,,,,,,,,,,,,
FOX,2024-09-30,52500000.0,0.25,210000000.0,210000000.0,827000000.0,91000000.0,1215000000.0,-50000000.0,102000000.0,669500000.0,827000000.0,2611000000.0,464000000.0,461000000.0,1.78,1.79,827000000.0,827000000.0,,827000000.0,832000000.0,832000000.0,281000000.0,1113000000.0,210000000.0,-26000000.0,8000000.0,-50000000.0,102000000.0,2018000000.0,91000000.0,,3564000000.0,3172000000.0,,,1096000000.0,,1306000000.0,,-3000000.0,953000000.0,2611000000.0,91000000.0,,,502000000.0,,,-5000000.0,,236000000.0,,,52000000.0,,,,,3000000.0,52000000.0,,,0.0,18000000.0,,,,,,,,,,,,,,,,,,,
FOX,2024-06-30,-35727272.727273,0.290466,-123000000.0,-123000000.0,319000000.0,98000000.0,547000000.0,-47000000.0,96000000.0,406272727.272727,319000000.0,2421000000.0,468000000.0,468000000.0,0.68,0.68,319000000.0,319000000.0,,319000000.0,320000000.0,320000000.0,131000000.0,451000000.0,-173000000.0,-44000000.0,13000000.0,-47000000.0,96000000.0,1784000000.0,98000000.0,,3092000000.0,2866000000.0,,,768000000.0,,645000000.0,,-6000000.0,671000000.0,2421000000.0,98000000.0,,,539000000.0,,,-1000000.0,,-79000000.0,,,49000000.0,,,,,3000000.0,49000000.0,,,-1000000.0,30000000.0,,,,,,,,,,,,,,,,,,,
FOX,2024-03-31,-35727272.727273,0.290466,-123000000.0,-123000000.0,319000000.0,98000000.0,547000000.0,-47000000.0,96000000.0,406272727.272727,319000000.0,2421000000.0,475000000.0,474000000.0,1.4,1.41,319000000.0,319000000.0,,319000000.0,320000000.0,320000000.0,131000000.0,451000000.0,-173000000.0,-44000000.0,13000000.0,-47000000.0,96000000.0,1784000000.0,98000000.0,,3092000000.0,2866000000.0,,,768000000.0,,645000000.0,,-6000000.0,671000000.0,2421000000.0,98000000.0,,,539000000.0,,,-1000000.0,,-79000000.0,,,49000000.0,,,,,-2000000.0,49000000.0,,,167000000.0,30000000.0,,,,,,,,,,,,,,,,,,,
HLT,2025-06-30,-297297.297297,0.297297,-1000000.0,-1000000.0,440000000.0,43000000.0,780000000.0,-151000000.0,151000000.0,440702702.702703,440000000.0,2359000000.0,239000000.0,237000000.0,1.84,1.85,440000000.0,440000000.0,,440000000.0,442000000.0,442000000.0,187000000.0,629000000.0,2000000.0,0.0,,-151000000.0,151000000.0,26000000.0,43000000.0,,3137000000.0,1249000000.0,,,824000000.0,2181000000.0,823000000.0,778000000.0,3000000.0,778000000.0,178000000.0,43000000.0,,,109000000.0,956000000.0,2181000000.0,-2000000.0,,-1000000.0,109000000.0,109000000.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
HLT,2025-03-31,536585.365854,0.268293,2000000.0,2000000.0,300000000.0,41000000.0,555000000.0,-145000000.0,145000000.0,298536585.365854,300000000.0,2159000000.0,243000000.0,240000000.0,1.23,1.25,300000000.0,300000000.0,,300000000.0,300000000.0,300000000.0,110000000.0,410000000.0,19000000.0,0.0,,-145000000.0,145000000.0,26000000.0,41000000.0,,2695000000.0,1019000000.0,,,594000000.0,1998000000.0,596000000.0,536000000.0,17000000.0,536000000.0,161000000.0,41000000.0,,,94000000.0,697000000.0,1998000000.0,0.0,,2000000.0,94000000.0,94000000.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
HLT,2024-12-31,-1470000.0,0.21,-7000000.0,-7000000.0,505000000.0,39000000.0,493000000.0,-157000000.0,157000000.0,510530000.0,505000000.0,2294000000.0,246000000.0,243000000.0,2.06,2.08,505000000.0,505000000.0,,505000000.0,505000000.0,505000000.0,-169000000.0,336000000.0,4000000.0,0.0,,-157000000.0,157000000.0,44000000.0,39000000.0,,2783000000.0,1143000000.0,,,539000000.0,2114000000.0,532000000.0,489000000.0,11000000.0,489000000.0,180000000.0,39000000.0,,,97000000.0,669000000.0,2114000000.0,0.0,,-7000000.0,97000000.0,97000000.0,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,
HLT,2024-09-30,-1496945.010183,0.299389,-5000000.0,-5000000.0,344000000.0,37000000.0,631000000.0,-140000000.0,140000000.0,347503054.989817,344000000.0,2242000000.0,249000000.0,246000000.0,1.38,1.4,344000000.0,344000000.0,,344000000.0,344000000.0,344000000.0,147000000.0,491000000.0,6000000.0,-2000000.0,,-140000000.0,140000000.0,26000000.0,37000000.0,,2867000000.0,1182000000.0,,,673000000.0,2078000000.0,668000000.0,623000000.0,11000000.0,625000000.0,164000000.0,37000000.0,,,101000000.0,789000000.0,2078000000.0,0.0,,-3000000.0,101000000.0,101000000.0,,,,,,0.0,,,,-2000000.0,,,,,,,,,,,,,,,,,,,,
HLT,2024-06-30,-285956.006768,0.285956,-1000000.0,-1000000.0,421000000.0,34000000.0,732000000.0,-141000000.0,141000000.0,421714043.993232,421000000.0,2226000000.0,252000000.0,249000000.0,1.67,1.69,421000000.0,421000000.0,,421000000.0,422000000.0,422000000.0,169000000.0,591000000.0,7000000.0,0.0,,-141000000.0,141000000.0,37000000.0,34000000.0,,2951000000.0,1187000000.0,,,767000000.0,2042000000.0,766000000.0,725000000.0,8000000.0,725000000.0,184000000.0,34000000.0,,,113000000.0,909000000.0,2042000000.0,-1000000.0,,-1000000.0,113000000.0,113000000.0,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,
HLT,2024-03-31,-285956.006768,0.285956,-1000000.0,-1000000.0,421000000.0,34000000.0,732000000.0,-141000000.0,141000000.0,421714043.993232,421000000.0,2226000000.0,252000000.0,249000000.0,1.67,1.69,421000000.0,421000000.0,,421000000.0,422000000.0,422000000.0,169000000.0,591000000.0,7000000.0,0.0,,-141000000.0,141000000.0,37000000.0,34000000.0,,2951000000.0,1187000000.0,,,767000000.0,2042000000.0,766000000.0,725000000.0,8000000.0,725000000.0,184000000.0,34000000.0,,,113000000.0,909000000.0,2042000000.0,-1000000.0,,-1000000.0,113000000.0,113000000.0,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,
HLT,2023-12-31,-285956.006768,0.285956,-1000000.0,-1000000.0,421000000.0,34000000.0,732000000.0,-141000000.0,141000000.0,421714043.993232,421000000.0,2226000000.0,252000000.0,249000000.0,1.67,1.69,421000000.0,421000000.0,,421000000.0,422000000.0,422000000.0,169000000.0,591000000.0,7000000.0,0.0,,-141000000.0,141000000.0,37000000.0,34000000.0,,2951000000.0,1187000000.0,,,767000000.0,2042000000.0,766000000.0,725000000.0,8000000.0,725000000.0,184000000.0,34000000.0,,,113000000.0,909000000.0,2042000000.0,-1000000.0,,-1000000.0,113000000.0,113000000.0,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,
UAL,2025-06-30,-92768429.487179,0.220353,-421000000.0,-421000000.0,973000000.0,,1558000000.0,-143000000.0,310000000.0,1301231570.512821,973000000.0,13464000000.0,327200000.0,323801715.0,2.97,3.004925,973000000.0,973000000.0,,973000000.0,973000000.0,973000000.0,275000000.0,1248000000.0,-380000000.0,-447000000.0,561000000.0,-143000000.0,310000000.0,2487000000.0,,,15236000000.0,14266000000.0,,,1979000000.0,10490000000.0,1558000000.0,1325000000.0,41000000.0,1772000000.0,2974000000.0,,,,487000000.0,4746000000.0,10490000000.0,,,26000000.0,,,167000000.0,,,,,,167000000.0,487000000.0,1028000000.0,114000000.0,,,,,,,,,,,,,,,,,,,,
UAL,2025-03-31,16562761.506276,0.190377,87000000.0,87000000.0,387000000.0,,786000000.0,-144000000.0,308000000.0,316562761.506276,387000000.0,12710000000.0,333000000.0,327494648.0,1.16,1.181699,387000000.0,387000000.0,,387000000.0,387000000.0,387000000.0,91000000.0,478000000.0,123000000.0,108000000.0,561000000.0,-144000000.0,308000000.0,2326000000.0,,,13212000000.0,12289000000.0,,,699000000.0,9888000000.0,786000000.0,607000000.0,36000000.0,502000000.0,2822000000.0,,,,496000000.0,3324000000.0,9888000000.0,,,-21000000.0,,,164000000.0,,,,,,164000000.0,496000000.0,924000000.0,108000000.0,,,,,,,,,,,,,,,,,,,,
UAL,2024-12-31,-26381316.998469,0.246554,-107000000.0,-107000000.0,984000000.0,,1622000000.0,-144000000.0,316000000.0,1064618683.001531,984000000.0,13125000000.0,334500000.0,327899771.0,2.95,3.003967,984000000.0,984000000.0,,984000000.0,984000000.0,984000000.0,322000000.0,1306000000.0,-120000000.0,-68000000.0,0.0,-144000000.0,316000000.0,2391000000.0,,,14695000000.0,13796000000.0,,,1729000000.0,10183000000.0,1622000000.0,1502000000.0,-13000000.0,1570000000.0,2942000000.0,,,,551000000.0,4512000000.0,10183000000.0,,,-39000000.0,,,172000000.0,,,,,,172000000.0,551000000.0,946000000.0,-68000000.0,,,,,,,,,,,,,,,,,,,,
UAL,2024-09-30,-21216951.788491,0.249611,-85000000.0,-85000000.0,965000000.0,,1612000000.0,-139000000.0,326000000.0,1028783048.211509,965000000.0,13283000000.0,332700000.0,328846178.0,2.9,2.934503,965000000.0,965000000.0,,965000000.0,965000000.0,965000000.0,321000000.0,1286000000.0,-135000000.0,5000000.0,0.0,-139000000.0,326000000.0,2304000000.0,,,14843000000.0,13978000000.0,,,1697000000.0,10405000000.0,1612000000.0,1565000000.0,-50000000.0,1560000000.0,2878000000.0,,,,574000000.0,4438000000.0,10405000000.0,,,-90000000.0,,,187000000.0,,,,,,187000000.0,574000000.0,931000000.0,5000000.0,,,,,,,,,,,,,,,,,,,,
UAL,2024-06-30,-16506037.952846,0.239218,-69000000.0,-69000000.0,1323000000.0,,2106000000.0,-177000000.0,367000000.0,1375493962.047154,1323000000.0,13021000000.0,333900000.0,328832139.0,3.96,4.023329,1323000000.0,1323000000.0,,1323000000.0,1323000000.0,1323000000.0,416000000.0,1739000000.0,-49000000.0,-36000000.0,0.0,-177000000.0,367000000.0,2211000000.0,,,14986000000.0,14094000000.0,,,2175000000.0,10184000000.0,2106000000.0,1929000000.0,20000000.0,1965000000.0,2837000000.0,,,,626000000.0,4802000000.0,10184000000.0,,,-33000000.0,,,190000000.0,,,,,,190000000.0,626000000.0,906000000.0,-36000000.0,,,,,,,,,,,,,,,,,,,,
UAL,2023-12-31,-16506037.952846,0.239218,-69000000.0,-69000000.0,1323000000.0,,2106000000.0,-177000000.0,367000000.0,1375493962.047154,1323000000.0,13021000000.0,333900000.0,328832139.0,3.96,4.023329,1323000000.0,1323000000.0,,1323000000.0,1323000000.0,1323000000.0,416000000.0,1739000000.0,-49000000.0,-36000000.0,0.0,-177000000.0,367000000.0,2211000000.0,,,14986000000.0,14094000000.0,,,2175000000.0,10184000000.0,2106000000.0,1929000000.0,20000000.0,1965000000.0,2837000000.0,,,,626000000.0,4802000000.0,10184000000.0,,,-33000000.0,,,190000000.0,,,,,,190000000.0,626000000.0,906000000.0,-36000000.0,,,,,,,,,,,,,,,,,,,,
LDOS,2025-06-30,-482625.482625,0.241313,-2000000.0,-2000000.0,391000000.0,72000000.0,573000000.0,-55000000.0,55000000.0,392517374.517375,391000000.0,3688000000.0,130000000.0,129000000.0,3.01,3.03,391000000.0,391000000.0,,391000000.0,393000000.0,393000000.0,125000000.0,518000000.0,8000000.0,-2000000.0,2000000.0,-55000000.0,55000000.0,,,,4253000000.0,4253000000.0,,,647000000.0,3471000000.0,645000000.0,571000000.0,2000000.0,565000000.0,217000000.0,,,,217000000.0,782000000.0,3471000000.0,-2000000.0,,,,,,,,,,8000000.0,,,,,,,,,,,,,,,,,,,,,,,,
LDOS,2025-03-31,-944000.0,0.236,-4000000.0,-4000000.0,363000000.0,69000000.0,527000000.0,-49000000.0,49000000.0,366056000.0,363000000.0,3718000000.0,131000000.0,130000000.0,2.77,2.79,363000000.0,363000000.0,,363000000.0,365000000.0,365000000.0,113000000.0,478000000.0,8000000.0,-4000000.0,4000000.0,-49000000.0,49000000.0,,,,4245000000.0,4245000000.0,,,600000000.0,3488000000.0,596000000.0,530000000.0,-3000000.0,527000000.0,230000000.0,,,,230000000.0,757000000.0,3488000000.0,-2000000.0,,,,,,,,,,7000000.0,,,,,,,,,,,,,,,,,,,,,,,,
LDOS,2024-12-31,-1736000.0,0.248,-7000000.0,-7000000.0,284000000.0,79000000.0,422000000.0,-47000000.0,47000000.0,289264000.0,284000000.0,3951000000.0,134000000.0,133000000.0,2.12,2.14,284000000.0,284000000.0,,284000000.0,282000000.0,282000000.0,93000000.0,375000000.0,8000000.0,-7000000.0,2000000.0,-47000000.0,47000000.0,,,,4365000000.0,4365000000.0,,,508000000.0,3672000000.0,501000000.0,421000000.0,1000000.0,414000000.0,279000000.0,,,,279000000.0,693000000.0,3672000000.0,2000000.0,5000000.0,,,,,,,,0.0,14000000.0,,,,,,,,,,,,,,,,,,,,,,,,
LDOS,2024-09-30,-2070000.0,0.23,-9000000.0,-9000000.0,364000000.0,71000000.0,516000000.0,-46000000.0,46000000.0,370930000.0,364000000.0,3675000000.0,136000000.0,134000000.0,2.68,2.72,364000000.0,364000000.0,,364000000.0,362000000.0,362000000.0,108000000.0,470000000.0,1000000.0,-9000000.0,3000000.0,-46000000.0,46000000.0,,,,4190000000.0,4190000000.0,,,596000000.0,3428000000.0,587000000.0,516000000.0,1000000.0,515000000.0,247000000.0,,,,247000000.0,762000000.0,3428000000.0,2000000.0,6000000.0,,,,,,,,0.0,10000000.0,,,,,,,,,,,,,,,,,,,,,,,,
LDOS,2024-06-30,-1676056.338028,0.239437,-7000000.0,-7000000.0,322000000.0,71000000.0,477000000.0,-51000000.0,51000000.0,327323943.661972,322000000.0,3658000000.0,136000000.0,135000000.0,2.37,2.39,322000000.0,322000000.0,,322000000.0,324000000.0,324000000.0,102000000.0,426000000.0,3000000.0,-7000000.0,7000000.0,-51000000.0,51000000.0,,,,4132000000.0,4132000000.0,,,555000000.0,3427000000.0,548000000.0,475000000.0,2000000.0,474000000.0,231000000.0,,,,231000000.0,705000000.0,3427000000.0,-2000000.0,6000000.0,,,,,,,,0.0,8000000.0,,,,,,,,,,,,,,,,,,,,,,,,
LDOS,2024-03-31,-1676056.338028,0.239437,-7000000.0,-7000000.0,322000000.0,71000000.0,477000000.0,-51000000.0,51000000.0,327323943.661972,322000000.0,3658000000.0,136000000.0,135000000.0,2.37,2.39,322000000.0,322000000.0,,322000000.0,324000000.0,324000000.0,102000000.0,426000000.0,5000000.0,-7000000.0,7000000.0,-51000000.0,51000000.0,,,,4132000000.0,4132000000.0,,,555000000.0,3427000000.0,548000000.0,475000000.0,2000000.0,474000000.0,231000000.0,,,,231000000.0,705000000.0,3427000000.0,-2000000.0,6000000.0,,,,,,,,0.0,8000000.0,,,,,,,,,,,,,,,,,,,,,,,,
LDOS,2023-12-31,-1676056.338028,0.239437,-7000000.0,-7000000.0,322000000.0,71000000.0,477000000.0,-51000000.0,51000000.0,327323943.661972,322000000.0,3658000000.0,136000000.0,135000000.0,2.37,2.39,322000000.0,322000000.0,,322000000.0,324000000.0,324000000.0,102000000.0,426000000.0,5000000.0,-7000000.0,7000000.0,-51000000.0,51000000.0,,,,4132000000.0,4132000000.0,,,555000000.0,3427000000.0,548000000.0,475000000.0,2000000.0,474000000.0,231000000.0,,,,231000000.0,705000000.0,3427000000.0,-2000000.0,3000000.0,,,,,,,,-3000000.0,8000000.0,,,,,,,,,,,,,,,,,,,,,,,,
NEE,2025-06-30,49350000.0,0.21,235000000.0,235000000.0,2028000000.0,1857000000.0,2443000000.0,-1060000000.0,1060000000.0,1842350000.0,2028000000.0,4807000000.0,2061300000.0,2056700000.0,0.98,0.99,2028000000.0,2028000000.0,,2028000000.0,1639000000.0,1639000000.0,-256000000.0,1383000000.0,550000000.0,62000000.0,,-1060000000.0,1060000000.0,,1773000000.0,,6700000000.0,6700000000.0,,,4065000000.0,2320000000.0,4300000000.0,1911000000.0,138000000.0,1893000000.0,2403000000.0,1773000000.0,,,,4296000000.0,2404000000.0,389000000.0,,173000000.0,,,,,,18000000.0,,177000000.0,,,,,-44000000.0,,630000000.0,,,,,,,,,,,,,,,,,
NEE,2025-03-31,840000.0,0.21,4000000.0,4000000.0,833000000.0,1176000000.0,1717000000.0,-1774000000.0,1774000000.0,829840000.0,833000000.0,4027000000.0,2060700000.0,2055500000.0,0.4,0.41,833000000.0,833000000.0,,833000000.0,464000000.0,464000000.0,-521000000.0,-57000000.0,-503000000.0,74000000.0,,-1774000000.0,1774000000.0,,1095000000.0,,6247000000.0,6247000000.0,,,2889000000.0,2257000000.0,2893000000.0,2256000000.0,139000000.0,2220000000.0,1689000000.0,1095000000.0,,,,3909000000.0,2338000000.0,369000000.0,,-70000000.0,,,,,,36000000.0,,-646000000.0,,,,,-38000000.0,,594000000.0,,,,,,,,,,,,,,,,,
NEE,2024-12-31,12284482.758621,0.163793,75000000.0,75000000.0,1203000000.0,1582000000.0,319000000.0,725000000.0,-725000000.0,1140284482.758621,1203000000.0,4478000000.0,2062000000.0,2057000000.0,0.58,0.584832,1203000000.0,1203000000.0,,1203000000.0,873000000.0,873000000.0,171000000.0,1044000000.0,-588000000.0,85000000.0,,725000000.0,-725000000.0,,1513000000.0,,5385000000.0,5385000000.0,,,1826000000.0,2339000000.0,1901000000.0,941000000.0,182000000.0,907000000.0,2070000000.0,1513000000.0,,,,2977000000.0,2408000000.0,330000000.0,,-10000000.0,,,,,,34000000.0,,-845000000.0,,,,,-51000000.0,,557000000.0,,,,,,,,,,,,,,,,,
NEE,2024-09-30,1170000.0,0.003,390000000.0,390000000.0,1852000000.0,1720000000.0,3413000000.0,-1817000000.0,1817000000.0,1463170000.0,1852000000.0,4942000000.0,2061400000.0,2053500000.0,0.9,0.9,1852000000.0,1852000000.0,,1852000000.0,1591000000.0,1591000000.0,5000000.0,1596000000.0,788000000.0,281000000.0,,-1817000000.0,1817000000.0,,1642000000.0,,7567000000.0,7567000000.0,,,4743000000.0,2620000000.0,5133000000.0,2856000000.0,161000000.0,2625000000.0,2244000000.0,1642000000.0,,,,4869000000.0,2698000000.0,261000000.0,,109000000.0,,,,,,231000000.0,,237000000.0,,,,,-50000000.0,,602000000.0,,,,,,,,,,,,,,,,,
NEE,2024-06-30,20370000.0,0.21,97000000.0,97000000.0,1622000000.0,1471000000.0,2052000000.0,-820000000.0,820000000.0,1545370000.0,1622000000.0,4428000000.0,2058200000.0,2052500000.0,0.79,0.79,1622000000.0,1622000000.0,,1622000000.0,1296000000.0,1296000000.0,-64000000.0,1232000000.0,411000000.0,70000000.0,,-820000000.0,820000000.0,,1409000000.0,,6069000000.0,6069000000.0,,,3426000000.0,2389000000.0,3523000000.0,1670000000.0,155000000.0,1641000000.0,1977000000.0,1409000000.0,,,,3618000000.0,2451000000.0,326000000.0,,27000000.0,,,,,,29000000.0,,159000000.0,,,,,-41000000.0,,568000000.0,,,,,,,,,,,,,,,,,
TER,2025-06-30,-301170.476082,0.126969,-2372000.0,-2372000.0,78372000.0,31389000.0,97364000.0,3546000.0,805000.0,80442829.523918,78372000.0,558682000.0,160135000.0,159967000.0,0.49,0.49,78372000.0,78372000.0,,78372000.0,78372000.0,78372000.0,12260000.0,96559000.0,-102000.0,-2372000.0,2372000.0,3546000.0,805000.0,,3733000.0,3733000.0,651797000.0,651797000.0,,,131125000.0,251129000.0,128753000.0,90743000.0,2270000.0,93115000.0,279897000.0,3733000.0,3733000.0,118382000.0,157782000.0,373012000.0,278785000.0,,,,,,4351000.0,,,0.0,,,4351000.0,,,,,,,-5927000.0,,,,,,,,,,,,,,,,
TER,2025-03-31,-1770830.0,0.122,-14515000.0,-14515000.0,98896000.0,30302000.0,119819000.0,4281000.0,795000.0,111640170.0,98896000.0,550362000.0,161996000.0,161501000.0,0.61,0.61,98896000.0,98896000.0,,98896000.0,98896000.0,98896000.0,14544000.0,119024000.0,-20575000.0,-14515000.0,14515000.0,4281000.0,795000.0,,4573000.0,4573000.0,685680000.0,685680000.0,,,164636000.0,244615000.0,150121000.0,120803000.0,-6060000.0,135318000.0,280018000.0,4573000.0,4573000.0,118188000.0,157257000.0,415336000.0,270344000.0,,,,,,5076000.0,,,0.0,,,5076000.0,,,,,,,-5584000.0,,,,,,,,,,,,,,,,
TER,2024-12-31,-168617.654328,0.034272,-4920000.0,-4920000.0,146253000.0,31128000.0,158386000.0,4525000.0,589000.0,151004382.345672,146253000.0,594379000.0,163184000.0,162478000.0,0.9,0.9,146253000.0,146253000.0,,146253000.0,146253000.0,146253000.0,5408000.0,157797000.0,-5233000.0,-4920000.0,4553000.0,4525000.0,589000.0,,4656000.0,4656000.0,752884000.0,752884000.0,,,194434000.0,279124000.0,189514000.0,153585000.0,-313000.0,158505000.0,288783000.0,4656000.0,4656000.0,128387000.0,155740000.0,447288000.0,305596000.0,,,,,,5114000.0,,,-367000.0,,,5114000.0,,,,,,,-6136000.0,,,,,,,,,,,,,,,,
TER,2024-09-30,-357084.0,0.078,-4578000.0,-4578000.0,145649000.0,30289000.0,159792000.0,4268000.0,808000.0,149869916.0,145649000.0,580655000.0,164253000.0,163002000.0,0.89,0.89,145649000.0,145649000.0,,145649000.0,145649000.0,145649000.0,12260000.0,158984000.0,-1927000.0,-4578000.0,4578000.0,4268000.0,808000.0,,4748000.0,4748000.0,737298000.0,737298000.0,,,194659000.0,275243000.0,190081000.0,152065000.0,2651000.0,156643000.0,279871000.0,4748000.0,4748000.0,117474000.0,157649000.0,436514000.0,300784000.0,,,,,,5076000.0,,,0.0,,,5076000.0,,,,,,,-1075000.0,,,,,,,,,,,,,,,,
TER,2024-06-30,8376574.0,0.151,55474000.0,55474000.0,186273000.0,30204000.0,220933000.0,5185000.0,1530000.0,139175574.0,186273000.0,574985000.0,163470000.0,157804000.0,1.14,1.18,186273000.0,186273000.0,,186273000.0,186273000.0,186273000.0,33130000.0,219403000.0,59324000.0,55474000.0,2012000.0,5185000.0,1530000.0,,4664000.0,4664000.0,729879000.0,729879000.0,,,195663000.0,278495000.0,251137000.0,210368000.0,3850000.0,154894000.0,270950000.0,4664000.0,4664000.0,111816000.0,154470000.0,425844000.0,304035000.0,,,,,,6715000.0,,,57486000.0,,,6715000.0,,,,,,,-1075000.0,,,,,,,,,,,,,,,,
TER,2024-03-31,8376574.0,0.151,55474000.0,55474000.0,186273000.0,30204000.0,220933000.0,5185000.0,1530000.0,139175574.0,186273000.0,574985000.0,163470000.0,157804000.0,1.14,1.18,186273000.0,186273000.0,,186273000.0,186273000.0,186273000.0,33130000.0,219403000.0,59324000.0,55474000.0,2012000.0,5185000.0,1530000.0,,4664000.0,4664000.0,729879000.0,729879000.0,,,195663000.0,278495000.0,251137000.0,210368000.0,3850000.0,154894000.0,270950000.0,4664000.0,4664000.0,111816000.0,154470000.0,425844000.0,304035000.0,,,,,,6715000.0,,,57486000.0,,,6715000.0,,,,,,,0.0,,,,,,,,,,,,,,,,
