iter	Logloss
182	0.08309941663
183	0.08168838981
184	0.08078446645
185	0.07972932005
186	0.07960602766
187	0.07878286967
188	0.07783506017
189	0.07737135744
190	0.07623793551
191	0.07614144308
192	0.07558925423
193	0.07465806264
194	0.07364940643
195	0.07355929278
196	0.07285138661
197	0.07227864522
198	0.07111869743
199	0.07062828041
200	0.06997913658
201	0.06962094335
202	0.06913273634
203	0.06907634392
204	0.06829331449
205	0.06821636954
206	0.06765559191
207	0.06744716553
208	0.06686401938
209	0.0667517485
210	0.06622579997
211	0.06551413622
212	0.06509753473
213	0.06485942452
214	0.06448273459
215	0.06372636806
216	0.06318664551
217	0.0623391317
218	0.06158655703
219	0.06061510554
220	0.06014364779
221	0.05960475328
222	0.05951429698
223	0.0593089315
224	0.05893213877
225	0.05844661005
226	0.05837451912
227	0.05796093284
228	0.05745183065
229	0.05673819673
230	0.05641752803
231	0.05573478288
232	0.05480734317
233	0.05461876121
234	0.05398045614
235	0.05391949522
236	0.05383657124
237	0.05352961946
238	0.05288366215
239	0.05214153221
240	0.05161147774
241	0.05113279034
242	0.05048178484
243	0.0502300034
244	0.05000197816
245	0.04924804436
246	0.04917504545
247	0.04850821581
248	0.04811653548
249	0.04763417615
250	0.04738667768
251	0.046937617
252	0.04645917801
253	0.04631596411
254	0.04582126412
255	0.04528431121
256	0.04503962237
257	0.04466009997
258	0.0442989001
259	0.04399754187
260	0.04393992738
261	0.04346289321
262	0.04281107109
263	0.04224985659
264	0.04162812376
265	0.04126967356
266	0.04123664331
267	0.04120202835
268	0.0408497542
269	0.04052682408
270	0.04009756785
271	0.03965245892
272	0.03956336747
273	0.03916950854
274	0.0386344173
275	0.03820538949
276	0.03817730749
277	0.03779664868
278	0.03748804081
279	0.03731446352
280	0.03708070195
281	0.03680442193
282	0.0366632039
283	0.03630744055
284	0.03626848838
285	0.03598490447
286	0.03575004075
287	0.03559931167
288	0.03516209197
289	0.03488400168
290	0.03455472992
291	0.03453224148
292	0.03424677306
293	0.03404873431
294	0.03377419032
295	0.03346328393
296	0.0332304589
297	0.0331006821
298	0.0328205931
299	0.03252920847
300	0.03216417107
301	0.03205666
302	0.0320056841
303	0.03168901284
304	0.03149850069
305	0.0313846965
306	0.03107463243
307	0.03101134157
308	0.0308236619
309	0.03070035523
310	0.03056150996
311	0.0303993168
312	0.0301361655
313	0.03012150348
314	0.02990182431
315	0.02959391314
316	0.02958166956
317	0.02956304436
318	0.02928407178
319	0.02901595795
320	0.02882456637
321	0.02850557658
322	0.02826361742
323	0.02803521813
324	0.02794625516
325	0.0277933589
326	0.02766038986
327	0.02751975145
328	0.02750415574
329	0.02728926779
330	0.02698020878
331	0.02676468124
332	0.02659604364
333	0.02649074829
334	0.02631887847
335	0.02617671247
336	0.02596891141
337	0.02580762909
338	0.02577330823
339	0.02569947271
340	0.02556538725
341	0.0253774049
342	0.02522763521
343	0.02515668355
344	0.02511600677
345	0.02510788626
346	0.02501247315
347	0.02483680006
348	0.02482048766
349	0.02470002774
350	0.02461628714
351	0.0243331144
352	0.02406937205
353	0.0239207402
354	0.02383167301
355	0.0237345567
356	0.02366158491
357	0.02347775134
358	0.02336751058
359	0.02331311546
360	0.02323591067
361	0.0231719274
362	0.02316388399
363	0.02296994832
364	0.02281063902
365	0.02266305792
366	0.02259653343
367	0.02257814236
368	0.0224811631
369	0.02232990722
370	0.02228272604
371	0.02220268592
372	0.02218801104
373	0.02217204128
374	0.02203673517
375	0.02177981131
376	0.02158203096
377	0.02135649555
378	0.02130248589
379	0.02117728045
380	0.02116482129
381	0.02103294298
382	0.02098500657
383	0.0209033475
384	0.02079496555
385	0.02064410512
386	0.02044986679
387	0.02034254417
388	0.02018033958
389	0.02010211545
390	0.02009353809
391	0.02008273073
392	0.02007004744
393	0.01989617176
394	0.01975501654
395	0.01966932577
396	0.01959708065
397	0.0194473595
398	0.01935484738
399	0.01923031864
400	0.01915660733
401	0.01911393754
402	0.01888849921
403	0.018758474
404	0.01863242766
405	0.0185640515
406	0.01843035292
407	0.01842274923
408	0.01841082259
409	0.01834075037
410	0.01821323069
411	0.01812966141
412	0.01805832572
413	0.01797296615
414	0.01780974794
415	0.0176555525
416	0.01764761902
417	0.01752396829
418	0.01743266111
419	0.01734358822
420	0.01715706637
421	0.0170692441
422	0.01706506249
423	0.01705537156
424	0.01704542366
425	0.01698585899
426	0.01688841289
427	0.01680194546
428	0.01679741694
429	0.01679285986
430	0.016789305
431	0.01672334728
432	0.01664975303
433	0.01651388157
434	0.01647716654
435	0.01640611923
436	0.01632964825
437	0.01623302306
438	0.01611453473
439	0.01610854286
440	0.01601638623
441	0.01601055282
442	0.01600799161
443	0.01600289773
444	0.01591533387
445	0.01581052535
446	0.01577656712
447	0.01574091711
448	0.01573508086
449	0.0156531234
450	0.01560475584
451	0.01560037008
452	0.0155915957
453	0.01550695568
454	0.01537094145
455	0.01523457601
456	0.01510200386
457	0.01507921704
458	0.01507120646
459	0.01504299598
460	0.01497915976
461	0.01484070852
462	0.01477981899
463	0.01477616133
464	0.01465486766
465	0.01457268606
466	0.01453787552
467	0.01444385437
468	0.01442469523
469	0.01442129169
470	0.01438030511
471	0.01437672598
472	0.0143188645
473	0.01426984593
474	0.01422613395
475	0.01414434353
476	0.01407396151
477	0.0139608012
478	0.01384827191
479	0.01375784274
480	0.01368597168
481	0.01363615933
482	0.01357906593
483	0.01352909653
484	0.01339818332
485	0.01328400509
486	0.01319414698
487	0.01319016953
488	0.01318374794
489	0.01309541885
490	0.01302935834
491	0.01300023987
492	0.01290797473
493	0.01283774119
494	0.01276608427
495	0.01275109959
496	0.01274799587
497	0.01268156703
498	0.01256973872
499	0.01249250252
